order_id,order_date,delivery_date,promised_delivery_date,shipping_cost,delivery_status,region,order_value,delay_days,route_id,supplier_id,carrier_id,delay_days_calc,is_late,high_value,delivery_time,cost_per_day,origin,destination,distance,avg_delivery_time,cost_per_unit,lead_time,defect_rate,cost_per_km,on_time_rate
187,2024-05-31,2024-06-10,2024-06-05,117.82,Delayed,East,177.21,5.0,12,14,1,5,True,False,10,11.782,Chennai,Jaipur,660.3,12.9,486.31,10.0,0.078,,0.96
188,2024-09-11,2024-09-14,2024-09-15,1423.82,Delivered,North,6111.58,-1.0,5,6,6,-1,False,True,3,474.6066666666666,Kolkata,Hyderabad,729.8,13.4,484.53,14.0,0.081,9.21,0.85
189,2024-06-10,2024-06-14,2024-06-14,2336.64,Delivered,North,9879.27,0.0,10,15,2,0,False,True,4,584.16,Bangalore,,962.8,20.5,472.77,5.0,0.089,,0.75
190,2024-09-05,2024-09-14,2024-09-10,1497.22,Delayed,West,2705.05,4.0,10,10,1,4,True,False,9,166.35777777777778,Bangalore,,962.8,20.5,65.47,7.0,0.091,,0.96
191,2024-05-11,2024-05-21,2024-05-17,594.63,Delayed,West,1537.38,4.0,7,8,6,4,True,False,10,59.463,,Jaipur,1273.8,23.1,357.9,10.0,0.044,9.21,0.85
193,2024-10-28,2024-11-10,2024-11-05,1009.57,Delayed,East,4012.68,5.0,6,2,7,5,True,False,13,77.65923076923077,Chennai,Hyderabad,729.8,14.9,139.85,3.0,0.051,,0.92
194,2024-01-20,2024-01-28,2024-01-29,1704.12,Delivered,Central,6108.24,-1.0,4,2,2,-1,False,True,8,213.015,Delhi,Hyderabad,1256.9,28.1,139.85,3.0,0.051,,0.75
196,2024-04-26,2024-05-09,2024-05-03,1626.16,Delayed,West,5971.16,6.0,2,10,8,6,True,True,13,125.08923076923078,Mumbai,Hyderabad,758.5,13.9,65.47,7.0,0.091,6.12,0.98
198,2024-12-22,2024-12-29,2024-12-29,1887.47,Delivered,West,7600.18,0.0,13,8,2,0,False,True,7,269.6385714285714,Kolkata,,872.6,18.5,357.9,10.0,0.044,,0.75
201,2024-02-13,2024-02-21,2024-02-19,1402.33,Delayed,Central,6245.85,,19,4,8,2,True,True,8,175.29125,Kolkata,Indore,527.6,11.8,323.4,10.0,0.017,6.12,0.98
202,2024-05-02,2024-05-16,2024-05-10,260.26,Delayed,North,1104.61,6.0,1,13,4,6,True,False,14,18.59,Pune,Jaipur,949,23.4,296.02,10.0,0.018,10.83,0.78
203,2024-10-19,2024-10-26,2024-10-26,1668.08,Delivered,East,,0.0,16,4,8,0,False,False,7,238.29714285714286,Bangalore,Lucknow,631.3,12,323.4,10.0,0.017,6.12,0.98
204,2024-12-01,2024-12-16,2024-12-11,2490.61,Delayed,South,12334.51,5.0,4,9,10,5,True,True,15,166.04066666666668,Delhi,Hyderabad,1256.9,28.1,104.92,,0.05,5.08,0.93
205,2024-05-29,2024-05-31,2024-06-02,1946.55,Delivered,North,4488.45,-2.0,14,13,10,-2,False,False,2,973.275,Delhi,Jaipur,226,4.2,296.02,10.0,0.018,5.08,0.93
206,2024-09-28,2024-10-04,2024-10-01,1477.06,Delayed,West,3455.34,3.0,16,9,7,3,True,False,6,246.17666666666665,Bangalore,Lucknow,631.3,12,104.92,,0.05,,0.92
207,2024-05-14,2024-05-24,2024-05-18,346.32,Delayed,West,1435.56,6.0,16,12,10,6,True,False,10,34.632,Bangalore,Lucknow,631.3,12,190.27,7.0,0.052,5.08,0.93
208,2024-08-06,2024-08-16,2024-08-16,1779.6,Delivered,East,8234.59,0.0,6,3,3,0,False,True,10,177.95999999999998,Chennai,Hyderabad,729.8,14.9,316.59,3.0,0.005,5.68,0.79
209,2024-05-11,2024-05-18,2024-05-17,1686.8,Delayed,West,8412.84,1.0,2,13,5,1,True,True,7,240.97142857142856,Mumbai,Hyderabad,758.5,13.9,296.02,10.0,0.018,17.43,0.8
210,2024-08-01,2024-08-05,2024-08-06,217.83,Delivered,North,679.78,-1.0,18,1,8,-1,False,False,4,54.4575,Pune,Indore,894.3,21.6,255.23,7.0,0.079,6.12,0.98
211,2024-05-14,2024-05-18,2024-05-17,2001.52,Delayed,South,8118.62,1.0,5,2,10,1,True,True,4,500.38,Kolkata,Hyderabad,729.8,13.4,139.85,3.0,0.051,5.08,0.93
212,2024-12-14,2024-12-28,2024-12-22,1344.92,Delayed,East,4551.66,6.0,16,1,6,6,True,False,14,96.0657142857143,Bangalore,Lucknow,631.3,12,255.23,7.0,0.079,9.21,0.85
214,2024-09-28,2024-10-10,2024-10-06,1991.65,Delayed,Central,8469.31,,20,8,9,4,True,True,12,165.97083333333333,Bangalore,Indore,376.3,7,357.9,10.0,0.044,16.58,0.76
216,2024-11-04,2024-11-12,2024-11-14,1254.46,Delivered,South,3443.88,,18,7,1,-2,False,False,8,156.8075,Pune,Indore,894.3,21.6,187.08,7.0,0.01,,0.96
217,2024-03-14,2024-03-25,2024-03-19,535.91,Delayed,Central,1534.27,6.0,14,15,1,6,True,False,11,48.71909090909091,Delhi,Jaipur,226,4.2,472.77,5.0,0.089,,0.96
218,2024-04-21,2024-05-03,2024-04-29,871.17,Delayed,North,3239.4,4.0,15,12,6,4,True,False,12,72.5975,Delhi,,282.5,6.3,190.27,7.0,0.052,9.21,0.85
219,2024-09-16,2024-09-28,2024-09-25,2129.28,Delayed,Central,3543.0,3.0,2,14,10,3,True,False,12,177.44000000000003,Mumbai,Hyderabad,758.5,13.9,486.31,10.0,0.078,5.08,0.93
221,2024-03-20,2024-04-01,2024-03-29,1101.5,Delayed,East,4400.76,,9,5,2,3,True,False,12,91.79166666666667,,Ahmedabad,659.2,15.7,79.27,5.0,0.095,,0.75
222,2024-07-27,2024-07-28,2024-07-31,2473.68,Delivered,West,5041.79,,8,10,8,-3,False,False,1,2473.68,Chennai,Ahmedabad,1030.2,22.6,65.47,7.0,0.091,6.12,0.98
223,2024-10-18,2024-10-23,2024-10-24,667.84,Delivered,North,2807.2,,6,3,6,-1,False,False,5,133.568,Chennai,Hyderabad,729.8,14.9,316.59,3.0,0.005,9.21,0.85
226,2024-05-01,2024-05-13,2024-05-10,319.11,Delayed,North,1431.33,3.0,13,7,3,3,True,False,12,26.5925,Kolkata,,872.6,18.5,187.08,7.0,0.01,5.68,0.79
227,2024-06-29,2024-06-30,2024-07-03,1212.77,Delivered,North,5518.29,-3.0,15,13,9,-3,False,False,1,1212.77,Delhi,,282.5,6.3,296.02,10.0,0.018,16.58,0.76
228,2024-05-17,2024-05-18,2024-05-21,1305.32,Delivered,Central,,-3.0,19,3,5,-3,False,False,1,1305.32,Kolkata,Indore,527.6,11.8,316.59,3.0,0.005,17.43,0.8
231,2024-11-28,2024-12-02,2024-12-02,680.05,Delivered,East,1957.2,0.0,18,9,8,0,False,False,4,170.0125,Pune,Indore,894.3,21.6,104.92,,0.05,6.12,0.98
232,2024-08-04,2024-08-16,2024-08-11,329.27,Delayed,West,866.79,5.0,15,1,8,5,True,False,12,27.439166666666665,Delhi,,282.5,6.3,255.23,7.0,0.079,6.12,0.98
233,2024-05-10,2024-05-18,2024-05-15,671.8,Delayed,North,3104.14,,15,12,7,3,True,False,8,83.975,Delhi,,282.5,6.3,190.27,7.0,0.052,,0.92
234,2024-11-05,2024-11-15,2024-11-15,2038.7,Delivered,North,4003.09,0.0,7,6,6,0,False,False,10,203.87,,Jaipur,1273.8,23.1,484.53,14.0,0.081,9.21,0.85
235,2024-04-18,2024-04-27,2024-04-21,2247.95,Delayed,South,4183.41,,16,12,4,6,True,False,9,249.7722222222222,Bangalore,Lucknow,631.3,12,190.27,7.0,0.052,10.83,0.78
236,2024-02-02,2024-02-03,2024-02-05,203.73,Delivered,East,306.12,-2.0,19,5,6,-2,False,False,1,203.73,Kolkata,Indore,527.6,11.8,79.27,5.0,0.095,9.21,0.85
238,2024-01-29,2024-01-31,2024-02-03,2453.4,Delivered,West,5838.57,-3.0,13,4,3,-3,False,False,2,1226.7,Kolkata,,872.6,18.5,323.4,10.0,0.017,5.68,0.79
239,2024-04-01,2024-04-07,2024-04-10,1394.81,Delivered,Central,6283.57,-3.0,10,10,8,-3,False,True,6,232.46833333333333,Bangalore,,962.8,20.5,65.47,7.0,0.091,6.12,0.98
240,2024-01-13,2024-01-17,2024-01-17,1603.14,Delivered,East,5259.08,0.0,9,4,4,0,False,False,4,400.785,,Ahmedabad,659.2,15.7,323.4,10.0,0.017,10.83,0.78
241,2024-08-25,2024-08-31,2024-09-03,113.31,Delivered,North,254.03,-3.0,19,10,3,-3,False,False,6,18.885,Kolkata,Indore,527.6,11.8,65.47,7.0,0.091,5.68,0.79
242,2024-01-12,2024-01-24,2024-01-22,1263.78,Delayed,West,2139.86,2.0,20,11,3,2,True,False,12,105.315,Bangalore,Indore,376.3,7,166.45,,0.066,5.68,0.79
243,2024-05-16,2024-05-24,2024-05-25,2471.99,Delivered,West,11863.99,-1.0,4,3,7,-1,False,True,8,308.99875,Delhi,Hyderabad,1256.9,28.1,316.59,3.0,0.005,,0.92
245,2024-09-16,2024-09-23,2024-09-25,332.89,Delivered,Central,580.28,-2.0,1,4,6,-2,False,False,7,47.55571428571428,Pune,Jaipur,949,23.4,323.4,10.0,0.017,9.21,0.85
246,2024-04-05,2024-04-14,2024-04-11,1208.58,Delayed,West,2921.69,3.0,1,14,10,3,True,False,9,134.28666666666666,Pune,Jaipur,949,23.4,486.31,10.0,0.078,5.08,0.93
247,2024-06-04,2024-06-10,2024-06-08,2411.21,Delayed,West,11236.28,2.0,6,1,9,2,True,True,6,401.86833333333334,Chennai,Hyderabad,729.8,14.9,255.23,7.0,0.079,16.58,0.76
248,2024-02-19,2024-03-01,2024-02-28,920.39,Delayed,East,2118.31,2.0,10,2,2,2,True,False,11,83.67181818181818,Bangalore,,962.8,20.5,139.85,3.0,0.051,,0.75
249,2024-09-12,2024-09-23,2024-09-19,2017.41,Delayed,East,7778.37,4.0,6,2,3,4,True,True,11,183.4009090909091,Chennai,Hyderabad,729.8,14.9,139.85,3.0,0.051,5.68,0.79
252,2024-04-30,2024-05-07,2024-05-07,1164.08,Delivered,East,4437.02,0.0,6,1,8,0,False,False,7,166.29714285714286,Chennai,Hyderabad,729.8,14.9,255.23,7.0,0.079,6.12,0.98
254,2024-02-10,2024-02-19,2024-02-13,1085.25,Delayed,South,2922.96,6.0,11,10,6,6,True,False,9,120.58333333333333,Delhi,Indore,661,13.4,65.47,7.0,0.091,9.21,0.85
255,2024-01-04,2024-01-14,2024-01-10,558.42,Delayed,South,1894.35,4.0,13,7,6,4,True,False,10,55.842,Kolkata,,872.6,18.5,187.08,7.0,0.01,9.21,0.85
257,2024-04-01,2024-04-06,2024-04-05,1661.8,Delayed,South,8262.52,1.0,2,2,1,1,True,True,5,332.36,Mumbai,Hyderabad,758.5,13.9,139.85,3.0,0.051,,0.96
258,2024-02-05,2024-02-12,2024-02-09,2177.1,Delayed,South,5461.46,3.0,19,3,6,3,True,False,7,311.0142857142857,Kolkata,Indore,527.6,11.8,316.59,3.0,0.005,9.21,0.85
260,2024-07-23,2024-07-31,2024-07-31,740.57,Delivered,South,2699.06,0.0,5,15,5,0,False,False,8,92.57125,Kolkata,Hyderabad,729.8,13.4,472.77,5.0,0.089,17.43,0.8
261,2024-11-15,2024-11-22,2024-11-21,1304.97,Delayed,North,5565.23,1.0,12,3,6,1,True,False,7,186.42428571428573,Chennai,Jaipur,660.3,12.9,316.59,3.0,0.005,9.21,0.85
262,2024-05-26,2024-06-07,2024-06-02,261.88,Delayed,South,1143.57,5.0,18,13,8,5,True,False,12,21.823333333333334,Pune,Indore,894.3,21.6,296.02,10.0,0.018,6.12,0.98
263,2024-08-29,2024-08-31,2024-09-03,2483.28,Delivered,South,10497.38,-3.0,11,10,4,-3,False,True,2,1241.64,Delhi,Indore,661,13.4,65.47,7.0,0.091,10.83,0.78
264,2024-05-04,2024-05-13,2024-05-08,667.51,Delayed,West,1127.53,5.0,11,6,6,5,True,False,9,74.16777777777777,Delhi,Indore,661,13.4,484.53,14.0,0.081,9.21,0.85
266,2024-04-24,2024-05-09,2024-05-04,613.63,Delayed,East,2263.42,5.0,1,4,9,5,True,False,15,40.90866666666667,Pune,Jaipur,949,23.4,323.4,10.0,0.017,16.58,0.76
267,2024-04-08,2024-04-21,2024-04-18,353.07,Delayed,South,1503.92,3.0,7,4,6,3,True,False,13,27.159230769230767,,Jaipur,1273.8,23.1,323.4,10.0,0.017,9.21,0.85
268,2024-11-04,2024-11-14,2024-11-12,657.95,Delayed,East,2195.2,2.0,10,9,10,2,True,False,10,65.795,Bangalore,,962.8,20.5,104.92,,0.05,5.08,0.93
269,2024-10-17,2024-10-28,2024-10-23,821.46,Delayed,South,1241.27,5.0,2,2,1,5,True,False,11,74.67818181818183,Mumbai,Hyderabad,758.5,13.9,139.85,3.0,0.051,,0.96
270,2024-12-03,2024-12-14,2024-12-08,1622.66,Delayed,South,7333.4,6.0,16,2,9,6,True,True,11,147.51454545454547,Bangalore,Lucknow,631.3,12,139.85,3.0,0.051,16.58,0.76
271,2024-08-12,2024-08-25,2024-08-22,774.96,Delayed,North,3307.01,3.0,12,13,2,3,True,False,13,59.612307692307695,Chennai,Jaipur,660.3,12.9,296.02,10.0,0.018,,0.75
272,2024-04-07,2024-04-12,2024-04-10,969.46,Delayed,North,3133.26,2.0,19,15,8,2,True,False,5,193.892,Kolkata,Indore,527.6,11.8,472.77,5.0,0.089,6.12,0.98
273,2024-02-29,2024-03-07,2024-03-08,114.26,Delivered,West,403.17,,7,5,6,-1,False,False,7,16.322857142857142,,Jaipur,1273.8,23.1,79.27,5.0,0.095,9.21,0.85
274,2024-08-19,2024-08-22,2024-08-23,977.73,Delivered,West,2082.1,-1.0,14,12,7,-1,False,False,3,325.91,Delhi,Jaipur,226,4.2,190.27,7.0,0.052,,0.92
275,2024-05-12,2024-05-21,2024-05-21,1381.33,Delivered,West,4565.02,0.0,15,14,5,0,False,False,9,153.4811111111111,Delhi,,282.5,6.3,486.31,10.0,0.078,17.43,0.8
276,2024-09-21,2024-09-26,2024-09-27,488.84,Delivered,West,1141.65,-1.0,12,13,4,-1,False,False,5,97.768,Chennai,Jaipur,660.3,12.9,296.02,10.0,0.018,10.83,0.78
279,2024-10-19,2024-10-31,2024-10-29,1616.92,Delayed,North,7533.08,2.0,5,3,9,2,True,True,12,134.74333333333334,Kolkata,Hyderabad,729.8,13.4,316.59,3.0,0.005,16.58,0.76
280,2024-08-16,2024-08-18,2024-08-19,162.87,Delivered,East,749.72,,10,11,2,-1,False,False,2,81.435,Bangalore,,962.8,20.5,166.45,,0.066,,0.75
281,2024-11-30,2024-12-15,2024-12-10,2230.22,Delayed,East,9000.07,5.0,14,14,10,5,True,True,15,148.68133333333333,Delhi,Jaipur,226,4.2,486.31,10.0,0.078,5.08,0.93
282,2024-10-06,2024-10-19,2024-10-13,138.68,Delayed,West,311.85,6.0,17,12,2,6,True,False,13,10.667692307692308,Bangalore,Ahmedabad,496.2,11.2,190.27,7.0,0.052,,0.75
283,2024-08-08,2024-08-18,2024-08-12,404.7,Delayed,South,1101.82,6.0,13,6,5,6,True,False,10,40.47,Kolkata,,872.6,18.5,484.53,14.0,0.081,17.43,0.8
285,2024-07-09,2024-07-19,2024-07-18,210.15,Delayed,Central,520.65,1.0,11,2,1,1,True,False,10,21.015,Delhi,Indore,661,13.4,139.85,3.0,0.051,,0.96
286,2024-02-28,2024-03-04,2024-03-04,1806.4,Delivered,Central,6811.0,0.0,19,14,8,0,False,True,5,361.28000000000003,Kolkata,Indore,527.6,11.8,486.31,10.0,0.078,6.12,0.98
287,2024-01-07,2024-01-20,2024-01-15,2430.51,Delayed,Central,10268.02,5.0,5,1,5,5,True,True,13,186.96230769230772,Kolkata,Hyderabad,729.8,13.4,255.23,7.0,0.079,17.43,0.8
288,2024-12-17,2024-12-21,2024-12-24,2192.04,Delivered,South,5577.92,-3.0,12,1,4,-3,False,False,4,548.01,Chennai,Jaipur,660.3,12.9,255.23,7.0,0.079,10.83,0.78
289,2024-01-27,2024-02-07,2024-02-03,1804.39,Delayed,West,,4.0,20,1,9,4,True,False,11,164.03545454545454,Bangalore,Indore,376.3,7,255.23,7.0,0.079,16.58,0.76
290,2024-06-21,2024-07-02,2024-06-26,2400.42,Delayed,West,8786.49,6.0,10,10,3,6,True,True,11,218.22,Bangalore,,962.8,20.5,65.47,7.0,0.091,5.68,0.79
291,2024-02-04,2024-02-10,2024-02-10,1131.55,Delivered,East,3329.72,,10,4,6,0,False,False,6,188.59166666666667,Bangalore,,962.8,20.5,323.4,10.0,0.017,9.21,0.85
295,2024-06-11,2024-06-14,2024-06-16,457.07,Delivered,East,996.93,-2.0,15,1,6,-2,False,False,3,152.35666666666665,Delhi,,282.5,6.3,255.23,7.0,0.079,9.21,0.85
296,2024-10-19,2024-11-01,2024-10-28,2356.07,Delayed,West,4528.51,4.0,4,8,8,4,True,False,13,181.23615384615385,Delhi,Hyderabad,1256.9,28.1,357.9,10.0,0.044,6.12,0.98
297,2024-08-04,2024-08-14,2024-08-09,2098.52,Delayed,Central,7454.66,5.0,12,12,7,5,True,True,10,209.852,Chennai,Jaipur,660.3,12.9,190.27,7.0,0.052,,0.92
298,2024-04-16,2024-04-28,2024-04-24,2130.53,Delayed,East,10035.76,4.0,16,4,1,4,True,True,12,177.54416666666668,Bangalore,Lucknow,631.3,12,323.4,10.0,0.017,,0.96
299,2024-12-10,2024-12-15,2024-12-16,397.42,Delivered,West,777.52,-1.0,12,9,8,-1,False,False,5,79.48400000000001,Chennai,Jaipur,660.3,12.9,104.92,,0.05,6.12,0.98
300,2024-02-17,2024-03-02,2024-02-25,1531.57,Delayed,West,2886.86,6.0,13,9,2,6,True,False,14,109.39785714285713,Kolkata,,872.6,18.5,104.92,,0.05,,0.75
